                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.1151,                0.87108,                 1.1823,                 0.4473,                0.28125,                0.23478,                0.11453,                 2.3151,                 3.0008,                 2.4834,               0.001406,               0.001406,               0.001406
                    153,                0.96595,                 0.7593,                 1.1206,                 0.4473,                0.28125,                0.23478,                0.11453,                 2.3151,                 3.0008,                 2.4834,               0.001402,               0.001402,               0.001402
                    154,                 1.0255,                0.83168,                 1.1561,                0.38051,                0.27449,                0.21531,                0.10775,                 2.3266,                 2.9617,                 2.4331,              0.0013981,              0.0013981,              0.0013981
                    155,                 1.0267,                0.76315,                 1.1413,                0.36575,                0.28125,                0.22082,                 0.1138,                 2.3189,                 2.8454,                 2.3661,              0.0013941,              0.0013941,              0.0013941
                    156,                0.98359,                0.70854,                  1.112,                0.50212,                0.25625,                0.26257,                 0.1327,                 2.3146,                 2.8468,                 2.3478,              0.0013902,              0.0013902,              0.0013902
                    157,                 1.0739,                0.79773,                 1.2212,                0.50212,                0.25625,                0.26257,                 0.1327,                 2.3146,                 2.8468,                 2.3478,              0.0013862,              0.0013862,              0.0013862
                    158,                 0.9901,                0.90648,                 1.1582,                0.59862,                0.29063,                0.28045,                0.12953,                 2.3749,                 3.0154,                  2.381,              0.0013822,              0.0013822,              0.0013822
                    159,                 1.0342,                0.74412,                 1.1192,                0.57499,                0.29595,                0.29652,                0.13217,                 2.4036,                 3.1141,                 2.3754,              0.0013783,              0.0013783,              0.0013783
                    160,                 1.1247,                0.96831,                 1.1768,                0.61738,                0.31562,                0.33245,                0.15197,                 2.3573,                 2.9028,                 2.3503,              0.0013743,              0.0013743,              0.0013743
                    161,                 1.0765,                0.81174,                 1.1713,                0.61738,                0.31562,                0.33245,                0.15197,                 2.3573,                 2.9028,                 2.3503,              0.0013704,              0.0013704,              0.0013704
                    162,                 1.1186,                0.85629,                  1.193,                0.65322,                0.29688,                0.34418,                0.16519,                 2.3287,                 2.5887,                 2.3681,              0.0013664,              0.0013664,              0.0013664
                    163,                 1.0705,                 0.8844,                 1.1404,                0.65199,                  0.325,                0.34912,                0.16485,                 2.3585,                 2.5594,                 2.4304,              0.0013624,              0.0013624,              0.0013624
                    164,                 1.0045,                0.90734,                 1.1289,                0.66172,                  0.325,                0.35408,                0.16615,                 2.3591,                 2.5727,                 2.4202,              0.0013585,              0.0013585,              0.0013585
                    165,                 1.0551,                0.85278,                  1.229,                0.66172,                  0.325,                0.35408,                0.16615,                 2.3591,                 2.5727,                 2.4202,              0.0013545,              0.0013545,              0.0013545
                    166,                 1.0617,                0.80805,                 1.1354,                0.63229,                  0.325,                 0.3537,                0.16912,                 2.3256,                 2.5513,                 2.3985,              0.0013506,              0.0013506,              0.0013506
                    167,                 1.0781,                0.80221,                 1.1195,                0.61763,                 0.3281,                0.35078,                0.17165,                 2.2871,                 2.5627,                 2.3624,              0.0013466,              0.0013466,              0.0013466
                    168,                 1.0831,                0.84816,                 1.1591,                0.53445,                 0.3375,                0.36007,                0.17776,                 2.2815,                 2.5508,                  2.328,              0.0013426,              0.0013426,              0.0013426
                    169,                0.99779,                0.77561,                 1.1096,                0.53445,                 0.3375,                0.36007,                0.17776,                 2.2815,                 2.5508,                  2.328,              0.0013387,              0.0013387,              0.0013387
                    170,                 1.0404,                0.77042,                  1.166,                0.58302,                0.35313,                0.37687,                0.18622,                 2.2817,                 2.4983,                 2.3316,              0.0013347,              0.0013347,              0.0013347
                    171,                 1.0193,                0.75693,                  1.158,                0.69183,                0.35078,                0.39214,                0.19034,                 2.3055,                 2.4255,                 2.3347,              0.0013308,              0.0013308,              0.0013308
                    172,                 1.1574,                0.85432,                 1.2444,                0.61197,                0.38443,                0.39171,                0.19491,                 2.2883,                  2.387,                 2.3228,              0.0013268,              0.0013268,              0.0013268
                    173,                0.99161,                  0.776,                 1.1531,                0.61197,                0.38443,                0.39171,                0.19491,                 2.2883,                  2.387,                 2.3228,              0.0013228,              0.0013228,              0.0013228
                    174,                0.96483,                0.70877,                 1.1118,                0.59825,                0.41875,                0.41343,                0.20723,                 2.1985,                 2.2782,                  2.239,              0.0013189,              0.0013189,              0.0013189
                    175,                 1.1162,                0.91183,                 1.2649,                0.64859,                0.38438,                 0.4117,                0.21266,                  2.176,                 2.3021,                 2.2045,              0.0013149,              0.0013149,              0.0013149
                    176,                0.97625,                0.72354,                 1.1044,                0.63487,                 0.3375,                0.38727,                0.19927,                 2.2094,                 2.4287,                 2.2339,               0.001311,               0.001311,               0.001311
                    177,                 1.0323,                0.82376,                 1.1379,                0.63487,                 0.3375,                0.38727,                0.19927,                 2.2094,                 2.4287,                 2.2339,               0.001307,               0.001307,               0.001307
                    178,                 1.0536,                 0.8201,                 1.1047,                0.74879,                0.30312,                0.36657,                0.18458,                 2.2791,                 2.5737,                 2.2784,               0.001303,               0.001303,               0.001303
                    179,                 0.9955,                0.70405,                  1.155,                0.60684,                 0.3125,                0.35825,                0.17987,                 2.2906,                 2.6076,                 2.2864,              0.0012991,              0.0012991,              0.0012991
                    180,                      1,                0.78174,                 1.0893,                0.71174,                  0.325,                0.37713,                0.19085,                 2.2231,                 2.5358,                 2.1943,              0.0012951,              0.0012951,              0.0012951
                    181,                0.94995,                0.71412,                 1.0953,                0.71174,                  0.325,                0.37713,                0.19085,                 2.2231,                 2.5358,                 2.1943,              0.0012912,              0.0012912,              0.0012912
                    182,                0.99235,                0.71089,                 1.1488,                0.73575,                0.34375,                0.37825,                0.19339,                 2.2077,                 2.5931,                 2.1432,              0.0012872,              0.0012872,              0.0012872
                    183,                0.93243,                0.68959,                 1.1221,                0.74069,                 0.3375,                0.38187,                0.19903,                 2.1608,                 2.6466,                 2.1143,              0.0012832,              0.0012832,              0.0012832
                    184,                0.94021,                 0.7871,                 1.1316,                0.64391,                0.36875,                0.38725,                0.19947,                 2.1777,                 2.6891,                 2.1207,              0.0012793,              0.0012793,              0.0012793
                    185,                 1.1435,                0.81351,                  1.131,                0.64391,                0.36875,                0.38725,                0.19947,                 2.1777,                 2.6891,                 2.1207,              0.0012753,              0.0012753,              0.0012753
                    186,                0.99257,                0.75014,                 1.1517,                0.73459,                0.33125,                0.36958,                0.19436,                 2.2008,                 2.7032,                 2.1493,              0.0012714,              0.0012714,              0.0012714
                    187,                0.90189,                0.73263,                 1.1132,                0.73352,                0.32188,                0.35941,                0.18881,                 2.2236,                 2.6544,                 2.1584,              0.0012674,              0.0012674,              0.0012674
                    188,                0.87889,                0.63963,                 1.0913,                0.68609,                0.32812,                0.34826,                0.18437,                 2.2334,                 2.6311,                 2.1542,              0.0012634,              0.0012634,              0.0012634
                    189,                0.98087,                0.70759,                 1.1111,                0.68609,                0.32812,                0.34826,                0.18437,                 2.2334,                 2.6311,                 2.1542,              0.0012595,              0.0012595,              0.0012595
                    190,                 1.1196,                0.84603,                 1.2142,                0.68402,                0.31875,                0.33522,                0.17537,                 2.2545,                 2.6964,                  2.182,              0.0012555,              0.0012555,              0.0012555
                    191,                0.94368,                0.65076,                 1.0517,                0.54216,                0.34375,                0.32847,                0.17608,                 2.2222,                 2.6581,                 2.1553,              0.0012516,              0.0012516,              0.0012516
                    192,                0.94913,                0.73657,                 1.0719,                0.56893,                0.30938,                0.31804,                0.16601,                 2.2714,                 2.7033,                 2.2175,              0.0012476,              0.0012476,              0.0012476
                    193,                0.99272,                0.77139,                 1.0931,                0.56893,                0.30938,                0.31804,                0.16601,                 2.2714,                 2.7033,                 2.2175,              0.0012436,              0.0012436,              0.0012436
                    194,                0.87386,                0.62944,                 1.0325,                0.49306,                0.35258,                 0.3333,                 0.1623,                 2.3559,                 2.7154,                 2.2771,              0.0012397,              0.0012397,              0.0012397
                    195,                0.90756,                0.63977,                 1.0671,                0.51888,                0.37188,                0.34817,                 0.1618,                 2.3879,                 2.6565,                 2.3201,              0.0012357,              0.0012357,              0.0012357
                    196,                0.96576,                0.75308,                 1.0971,                0.55551,                0.40625,                0.36195,                0.16919,                 2.3569,                 2.6022,                 2.3198,              0.0012318,              0.0012318,              0.0012318
                    197,                0.99896,                0.74842,                 1.1776,                0.55551,                0.40625,                0.36195,                0.16919,                 2.3569,                 2.6022,                 2.3198,              0.0012278,              0.0012278,              0.0012278
                    198,                0.94506,                0.71423,                 1.1641,                0.57676,                0.41308,                0.37544,                0.16709,                 2.3448,                 2.6502,                  2.324,              0.0012238,              0.0012238,              0.0012238
                    199,                   1.01,                0.81417,                 1.1996,                0.55494,                0.41563,                0.37816,                0.17679,                 2.2868,                 2.6072,                 2.2757,              0.0012199,              0.0012199,              0.0012199
                    200,                0.92392,                0.70386,                 1.1266,                0.62437,                0.35625,                0.37661,                0.18756,                 2.2182,                 2.5354,                 2.1956,              0.0012159,              0.0012159,              0.0012159
                    201,                0.86842,                0.61342,                 1.0492,                0.62437,                0.35625,                0.37661,                0.18756,                 2.2182,                 2.5354,                 2.1956,               0.001212,               0.001212,               0.001212
                    202,                0.86562,                0.70634,                 1.0663,                0.63788,                0.34375,                0.36295,                0.18012,                 2.2054,                 2.5174,                  2.165,               0.001208,               0.001208,               0.001208
                    203,                   0.96,                0.74955,                 1.0631,                0.68216,                0.34063,                0.37728,                0.18924,                 2.1978,                 2.5335,                 2.1528,               0.001204,               0.001204,               0.001204
                    204,                0.90795,                0.69969,                 1.0676,                0.63904,                0.38728,                0.39769,                0.20637,                 2.1567,                 2.4818,                 2.1441,              0.0012001,              0.0012001,              0.0012001
                    205,                0.88971,                0.62158,                 1.0522,                0.63904,                0.38728,                0.39769,                0.20637,                 2.1567,                 2.4818,                 2.1441,              0.0011961,              0.0011961,              0.0011961
                    206,                0.88714,                0.76726,                   1.04,                0.70765,                0.35625,                0.39678,                0.20852,                 2.1113,                 2.5004,                 2.1241,              0.0011922,              0.0011922,              0.0011922
                    207,                0.88889,                0.64355,                 1.0913,                0.57351,                0.37812,                0.38211,                0.20231,                 2.0916,                 2.5526,                 2.0877,              0.0011882,              0.0011882,              0.0011882
                    208,                0.96918,                0.66993,                 1.0355,                0.68184,                0.32812,                0.36134,                0.19633,                 2.1079,                 2.5647,                 2.0885,              0.0011842,              0.0011842,              0.0011842
                    209,                0.96142,                0.62715,                 1.0366,                0.68184,                0.32812,                0.36134,                0.19633,                 2.1079,                 2.5647,                 2.0885,              0.0011803,              0.0011803,              0.0011803
                    210,                0.93879,                0.65877,                  1.095,                0.66304,                0.30625,                0.33837,                0.17759,                 2.1526,                 2.6002,                 2.1113,              0.0011763,              0.0011763,              0.0011763
                    211,                0.91199,                0.65155,                 1.0983,                0.67228,                0.30312,                0.33246,                0.17245,                 2.1248,                 2.6049,                 2.0896,              0.0011724,              0.0011724,              0.0011724
                    212,                0.90895,                0.71303,                 1.1196,                0.64997,                0.31336,                0.34113,                0.17724,                 2.1184,                   2.66,                 2.0924,              0.0011684,              0.0011684,              0.0011684
                    213,                0.93425,                0.68726,                  1.103,                0.64997,                0.31336,                0.34113,                0.17724,                 2.1184,                   2.66,                 2.0924,              0.0011644,              0.0011644,              0.0011644
                    214,                0.91991,                0.70455,                 1.1408,                0.65026,                0.30625,                0.33294,                0.17181,                 2.1723,                 2.7083,                 2.1296,              0.0011605,              0.0011605,              0.0011605
                    215,                0.92146,                0.69363,                 1.1283,                0.68982,                 0.2875,                0.32888,                0.16968,                  2.191,                 2.7616,                 2.1481,              0.0011565,              0.0011565,              0.0011565
                    216,                0.95067,                0.67836,                  1.075,                0.64014,                0.30938,                0.33855,                0.17552,                 2.1851,                 2.7336,                 2.1341,              0.0011526,              0.0011526,              0.0011526
                    217,                0.92448,                 0.6466,                  1.067,                0.64014,                0.30938,                0.33855,                0.17552,                 2.1851,                 2.7336,                 2.1341,              0.0011486,              0.0011486,              0.0011486
                    218,                0.96651,                0.71228,                 1.1658,                0.58345,                0.32828,                0.34698,                0.18294,                 2.1848,                 2.6333,                 2.1501,              0.0011446,              0.0011446,              0.0011446
                    219,                 0.9114,                0.69604,                 1.0635,                0.66296,                0.30625,                0.34579,                0.18225,                 2.1793,                 2.6261,                  2.147,              0.0011407,              0.0011407,              0.0011407
                    220,                0.82144,                0.57535,                 1.0894,                0.56131,                0.31875,                0.33599,                0.17294,                 2.2055,                 2.6964,                 2.1517,              0.0011367,              0.0011367,              0.0011367
                    221,                0.95149,                0.71881,                 1.1098,                0.56131,                0.31875,                0.33599,                0.17294,                 2.2055,                 2.6964,                 2.1517,              0.0011328,              0.0011328,              0.0011328
                    222,                0.85044,                0.61177,                 1.0207,                0.56818,                0.30839,                0.32354,                0.16043,                  2.267,                 2.7818,                 2.1852,              0.0011288,              0.0011288,              0.0011288
                    223,                 1.0116,                0.74469,                 1.0854,                0.52286,                0.31848,                0.31455,                0.15145,                 2.2858,                 2.7889,                 2.1824,              0.0011248,              0.0011248,              0.0011248
                    224,                0.87869,                0.64329,                  1.112,                0.53347,                0.33437,                0.31578,                0.14923,                 2.2984,                 2.8637,                 2.2001,              0.0011209,              0.0011209,              0.0011209
                    225,                0.84867,                0.65081,                 1.0636,                0.53347,                0.33437,                0.31578,                0.14923,                 2.2984,                 2.8637,                 2.2001,              0.0011169,              0.0011169,              0.0011169
                    226,                0.85141,                0.69279,                 1.0406,                0.54478,                0.33285,                0.33027,                0.15007,                 2.3136,                 2.8914,                 2.2085,               0.001113,               0.001113,               0.001113
                    227,                0.84366,                0.69693,                 1.0578,                0.54925,                    0.3,                0.31228,                0.14822,                 2.3299,                 2.9587,                 2.2215,               0.001109,               0.001109,               0.001109
                    228,                0.86724,                 0.6299,                 1.0522,                0.56502,                0.29688,                 0.3019,                0.14602,                 2.3363,                 3.0676,                 2.2389,               0.001105,               0.001105,               0.001105
                    229,                0.87682,                0.69216,                  1.092,                0.56502,                0.29688,                 0.3019,                0.14602,                 2.3363,                 3.0676,                 2.2389,              0.0011011,              0.0011011,              0.0011011
                    230,                0.86453,                0.69635,                 1.0929,                 0.5358,                0.27053,                0.27703,                0.13662,                 2.3482,                 3.2551,                 2.2465,              0.0010971,              0.0010971,              0.0010971
                    231,                0.96744,                0.66175,                 1.1209,                0.57029,                0.24688,                0.27139,                0.13745,                 2.3396,                 3.2671,                 2.2516,              0.0010932,              0.0010932,              0.0010932
                    232,                0.65341,                0.50502,                0.97277,                0.76101,                0.24688,                0.28773,                0.14232,                 2.3505,                 3.1845,                  2.267,              0.0010892,              0.0010892,              0.0010892
                    233,                0.80486,                0.58768,                 1.0299,                0.76101,                0.24688,                0.28773,                0.14232,                 2.3505,                 3.1845,                  2.267,              0.0010852,              0.0010852,              0.0010852
                    234,                0.81828,                0.58571,                  1.063,                0.60033,                 0.3145,                0.32083,                0.15918,                 2.3154,                 2.9456,                 2.2469,              0.0010813,              0.0010813,              0.0010813
                    235,                0.74548,                0.59482,                  1.041,                0.73281,                0.32812,                0.35124,                0.17243,                  2.256,                 2.7926,                 2.2299,              0.0010773,              0.0010773,              0.0010773
                    236,                0.92961,                0.67546,                 1.1179,                0.79065,                0.32812,                0.36747,                0.18446,                  2.241,                 2.7015,                 2.2521,              0.0010734,              0.0010734,              0.0010734
                    237,                 0.7886,                 0.5592,                 1.0446,                0.79065,                0.32812,                0.36747,                0.18446,                  2.241,                 2.7015,                 2.2521,              0.0010694,              0.0010694,              0.0010694
                    238,                0.82729,                0.59295,                  1.009,                0.76362,                0.34687,                0.37343,                0.19198,                 2.1919,                 2.6919,                 2.2431,              0.0010654,              0.0010654,              0.0010654
                    239,                0.86874,                0.66024,                 1.0662,                0.64658,                0.35938,                0.36197,                0.18522,                 2.2017,                 2.7826,                  2.272,              0.0010615,              0.0010615,              0.0010615
                    240,                0.80805,                0.58261,                  1.048,                0.64059,                0.33125,                0.34984,                0.18158,                 2.2188,                 2.9632,                 2.2806,              0.0010575,              0.0010575,              0.0010575
                    241,                0.85181,                0.57409,                 1.0667,                0.64059,                0.33125,                0.34984,                0.18158,                 2.2188,                 2.9632,                 2.2806,              0.0010536,              0.0010536,              0.0010536
                    242,                 0.7805,                 0.6016,                 1.0548,                0.67533,                0.31201,                0.33308,                0.17707,                 2.2105,                 3.1073,                 2.2576,              0.0010496,              0.0010496,              0.0010496
                    243,                0.81368,                0.60524,                 1.0283,                0.80927,                0.29172,                0.33954,                0.18212,                 2.1742,                 3.1218,                 2.2046,              0.0010456,              0.0010456,              0.0010456
                    244,                0.79183,                0.59084,                 1.0377,                0.78244,                0.29375,                0.34611,                0.18788,                 2.1564,                 2.9891,                 2.1829,              0.0010417,              0.0010417,              0.0010417
                    245,                0.73287,                 0.5636,                 1.0519,                0.78244,                0.29375,                0.34611,                0.18788,                 2.1564,                 2.9891,                 2.1829,              0.0010377,              0.0010377,              0.0010377
                    246,                0.79536,                0.57786,                 1.0374,                0.75702,                0.32812,                0.37089,                0.20054,                 2.1362,                  2.836,                 2.1618,              0.0010338,              0.0010338,              0.0010338
                    247,                0.80505,                0.61233,                 1.0048,                0.67236,                0.38125,                0.40608,                0.21011,                 2.1357,                  2.615,                  2.174,              0.0010298,              0.0010298,              0.0010298
                    248,                0.75519,                0.56447,                 1.0224,                0.66315,                0.40625,                0.41606,                0.21591,                 2.0857,                  2.497,                 2.1448,              0.0010258,              0.0010258,              0.0010258
                    249,                0.73996,                0.58302,                 1.0386,                0.66315,                0.40625,                0.41606,                0.21591,                 2.0857,                  2.497,                 2.1448,              0.0010219,              0.0010219,              0.0010219
                    250,                0.87699,                0.68123,                 1.0957,                0.78106,                0.36875,                0.41048,                  0.215,                 2.0568,                  2.478,                 2.1221,              0.0010179,              0.0010179,              0.0010179
                    251,                0.80461,                0.63802,                 1.0095,                0.67672,                0.39062,                0.40444,                0.20797,                 2.0432,                 2.4768,                 2.1213,               0.001014,               0.001014,               0.001014
                    252,                0.80275,                0.59241,                  1.029,                0.64627,                0.39062,                0.39806,                 0.1999,                 2.0492,                 2.4633,                 2.1399,                0.00101,                0.00101,                0.00101
                    253,                0.73469,                0.55645,                0.97304,                0.64627,                0.39062,                0.39806,                 0.1999,                 2.0492,                 2.4633,                 2.1399,               0.001006,               0.001006,               0.001006
                    254,                0.77137,                0.56754,                  1.075,                0.66874,                0.37812,                0.40373,                0.20003,                 2.0723,                 2.4932,                 2.1563,              0.0010021,              0.0010021,              0.0010021
                    255,                0.80546,                0.62751,                 1.0576,                0.68828,                0.37188,                0.41099,                0.20108,                 2.1041,                 2.5167,                 2.1931,             0.00099812,             0.00099812,             0.00099812
                    256,                0.83238,                0.56363,                 1.0706,                0.68021,                0.36875,                0.41518,                0.20615,                 2.1238,                 2.5064,                 2.1946,             0.00099416,             0.00099416,             0.00099416
                    257,                 0.7245,                0.51352,                0.95469,                0.68021,                0.36875,                0.41518,                0.20615,                 2.1238,                 2.5064,                 2.1946,              0.0009902,              0.0009902,              0.0009902
                    258,                0.72717,                0.54166,                 1.0271,                0.62695,                0.38125,                0.41455,                0.20767,                 2.1116,                 2.4754,                 2.1559,             0.00098624,             0.00098624,             0.00098624
                    259,                0.78802,                0.63345,                 1.0063,                0.63399,                0.39687,                0.42273,                 0.2112,                 2.0789,                 2.3955,                  2.126,             0.00098228,             0.00098228,             0.00098228
                    260,                0.71635,                0.55806,                 1.0026,                0.67015,                0.39375,                0.43126,                 0.2243,                 2.0537,                 2.2742,                 2.0997,             0.00097832,             0.00097832,             0.00097832
                    261,                0.72117,                0.54045,                0.99474,                0.67015,                0.39375,                0.43126,                 0.2243,                 2.0537,                 2.2742,                 2.0997,             0.00097436,             0.00097436,             0.00097436
                    262,                0.76694,                 0.5938,                  1.037,                0.73954,                0.37188,                0.43996,                0.22993,                 2.0467,                 2.2059,                 2.0846,              0.0009704,              0.0009704,              0.0009704
                    263,                0.85458,                0.59795,                 1.0831,                0.74532,                0.38411,                0.43568,                0.22542,                 2.0633,                   2.18,                 2.0984,             0.00096644,             0.00096644,             0.00096644
                    264,                0.74381,                0.56217,                0.98904,                0.72824,                0.38521,                0.43719,                0.22445,                 2.0569,                 2.1776,                  2.092,             0.00096248,             0.00096248,             0.00096248
                    265,                0.74288,                 0.5128,                 1.0388,                0.72824,                0.38521,                0.43719,                0.22445,                 2.0569,                 2.1776,                  2.092,             0.00095852,             0.00095852,             0.00095852
                    266,                0.86374,                0.62737,                 1.0493,                0.74237,                0.38125,                0.42806,                0.22511,                 2.0509,                 2.1809,                  2.069,             0.00095456,             0.00095456,             0.00095456
                    267,                0.82412,                0.61312,                 1.0408,                0.62091,                0.40625,                0.42757,                0.22021,                 2.0566,                 2.2328,                 2.0456,              0.0009506,              0.0009506,              0.0009506
                    268,                0.76564,                0.52084,                 1.0219,                0.60829,                    0.4,                0.40678,                0.21384,                 2.0735,                 2.3008,                 2.0397,             0.00094664,             0.00094664,             0.00094664
                    269,                0.91194,                0.65385,                 1.1073,                0.60829,                    0.4,                0.40678,                0.21384,                 2.0735,                 2.3008,                 2.0397,             0.00094268,             0.00094268,             0.00094268
                    270,                0.91038,                0.69558,                 1.0743,                0.67464,                0.35313,                0.38943,                0.20743,                 2.0879,                 2.3906,                 2.0586,             0.00093872,             0.00093872,             0.00093872
                    271,                0.94774,                0.71447,                 1.1974,                0.72795,                0.33448,                 0.3939,                0.20704,                 2.0801,                 2.4554,                 2.0435,             0.00093476,             0.00093476,             0.00093476
                    272,                0.87447,                0.67428,                 1.0881,                0.72509,                0.35938,                0.40451,                0.20735,                 2.0939,                 2.4879,                 2.0492,              0.0009308,              0.0009308,              0.0009308
                    273,                0.77683,                0.64253,                 1.0696,                0.72509,                0.35938,                0.40451,                0.20735,                 2.0939,                 2.4879,                 2.0492,             0.00092684,             0.00092684,             0.00092684
                    274,                0.84886,                0.60254,                 1.0081,                0.70976,                0.33125,                0.38622,                0.19371,                 2.1533,                 2.6109,                 2.1001,             0.00092288,             0.00092288,             0.00092288
                    275,                0.79739,                0.64488,                 1.0235,                 0.6819,                0.33437,                0.37915,                0.18604,                 2.1333,                 2.6855,                 2.1076,             0.00091892,             0.00091892,             0.00091892
                    276,                   0.71,                0.57064,                 1.0201,                0.72421,                   0.35,                0.40004,                0.19654,                 2.0944,                 2.6698,                 2.0938,             0.00091496,             0.00091496,             0.00091496
                    277,                0.77655,                0.57473,                 1.0132,                0.72421,                   0.35,                0.40004,                0.19654,                 2.0944,                 2.6698,                 2.0938,               0.000911,               0.000911,               0.000911
                    278,                 0.8504,                0.58549,                 1.0124,                 0.6853,                0.37812,                0.41899,                0.20582,                 2.0698,                 2.6439,                 2.0827,             0.00090704,             0.00090704,             0.00090704
                    279,                0.93914,                0.66301,                 1.0906,                0.74374,                    0.4,                0.44567,                0.21195,                 2.0648,                 2.5744,                  2.081,             0.00090308,             0.00090308,             0.00090308
                    280,                0.86048,                0.60514,                 1.0811,                0.74608,                0.40313,                  0.452,                0.21735,                 2.0398,                 2.5099,                 2.0808,             0.00089912,             0.00089912,             0.00089912
                    281,                0.82468,                0.53588,                  1.011,                0.74608,                0.40313,                  0.452,                0.21735,                 2.0398,                 2.5099,                 2.0808,             0.00089516,             0.00089516,             0.00089516
                    282,                0.73893,                0.53478,                 1.0481,                0.66685,                 0.4125,                0.44549,                0.21851,                 2.0412,                 2.5052,                 2.0989,              0.0008912,              0.0008912,              0.0008912
                    283,                0.67221,                0.53225,                0.97469,                0.64259,                    0.4,                0.43965,                0.21428,                 2.0513,                 2.4972,                 2.1116,             0.00088724,             0.00088724,             0.00088724
                    284,                0.75941,                0.60625,                 1.0198,                0.69579,                0.37188,                0.43419,                 0.2112,                 2.0745,                  2.519,                 2.1405,             0.00088328,             0.00088328,             0.00088328
                    285,                  0.791,                 0.5567,                0.99458,                0.69579,                0.37188,                0.43419,                 0.2112,                 2.0745,                  2.519,                 2.1405,             0.00087932,             0.00087932,             0.00087932
                    286,                0.81072,                0.60072,                 1.0688,                0.72249,                0.36562,                 0.4185,                0.20326,                 2.1103,                 2.6321,                 2.1586,             0.00087536,             0.00087536,             0.00087536
                    287,                0.79246,                0.57035,                0.99383,                0.71801,                0.35938,                0.40321,                 0.1951,                 2.1234,                  2.737,                 2.1621,              0.0008714,              0.0008714,              0.0008714
                    288,                0.80223,                0.63311,                 1.0337,                0.73865,                0.35625,                0.40378,                0.19239,                 2.1094,                 2.7873,                 2.1225,             0.00086744,             0.00086744,             0.00086744
                    289,                0.81457,                0.59079,                 1.0607,                0.73865,                0.35625,                0.40378,                0.19239,                 2.1094,                 2.7873,                 2.1225,             0.00086348,             0.00086348,             0.00086348
                    290,                0.74221,                0.52653,                 1.0137,                0.72901,                0.36562,                 0.3955,                0.18917,                  2.093,                 2.8225,                 2.0869,             0.00085952,             0.00085952,             0.00085952
                    291,                0.75376,                0.56684,                 1.0032,                0.72175,                0.36875,                 0.3911,                0.18802,                 2.0844,                 2.8463,                 2.0689,             0.00085556,             0.00085556,             0.00085556
                    292,                0.71751,                0.50169,                0.93123,                0.72945,                0.37188,                0.39788,                0.19331,                 2.0641,                 2.8236,                 2.0569,              0.0008516,              0.0008516,              0.0008516
                    293,                0.80377,                0.57958,                 1.0277,                0.72945,                0.37188,                0.39788,                0.19331,                 2.0641,                 2.8236,                 2.0569,             0.00084764,             0.00084764,             0.00084764
                    294,                0.74465,                0.59271,                 1.0005,                 0.7037,                0.36875,                0.38708,                 0.1972,                 2.0393,                 2.8085,                 2.0375,             0.00084368,             0.00084368,             0.00084368
                    295,                 0.8337,                 0.5937,                 1.0556,                0.61579,                 0.3625,                0.36994,                0.19568,                  2.047,                 2.8261,                  2.033,             0.00083972,             0.00083972,             0.00083972
                    296,                0.87126,                 0.6192,                  1.022,                 0.6271,                0.36562,                0.37026,                0.19467,                 2.0734,                 2.8807,                 2.0449,             0.00083576,             0.00083576,             0.00083576
                    297,                0.75561,                0.54294,                0.99259,                 0.6271,                0.36562,                0.37026,                0.19467,                 2.0734,                 2.8807,                 2.0449,              0.0008318,              0.0008318,              0.0008318
                    298,                0.70967,                0.56157,                0.96537,                0.70158,                0.34063,                0.37843,                0.20026,                 2.0751,                 2.9331,                 2.0412,             0.00082784,             0.00082784,             0.00082784
                    299,                0.78998,                0.58592,                 1.0074,                0.69335,                0.36562,                0.38641,                0.20182,                 2.0424,                  2.933,                 2.0344,             0.00082388,             0.00082388,             0.00082388
                    300,                0.79959,                0.58176,                 1.0171,                0.79058,                0.35313,                0.38965,                0.20366,                 2.0464,                 2.9884,                 2.0542,             0.00081992,             0.00081992,             0.00081992
                    301,                 0.6984,                0.50768,                 0.9914,                0.79058,                0.35313,                0.38965,                0.20366,                 2.0464,                 2.9884,                 2.0542,             0.00081596,             0.00081596,             0.00081596
                    302,                0.79411,                0.59394,                 1.0097,                0.80133,                0.35313,                0.39439,                0.20485,                 2.0505,                 2.9613,                 2.0715,               0.000812,               0.000812,               0.000812
                    303,                0.73264,                0.57207,                0.99027,                0.82567,                   0.35,                0.39733,                0.20991,                 2.0505,                 2.8889,                 2.0789,             0.00080804,             0.00080804,             0.00080804
                    304,                0.63659,                0.49333,                0.93848,                  0.758,                0.36875,                0.41203,                0.22024,                 2.0214,                 2.8002,                 2.0714,             0.00080408,             0.00080408,             0.00080408
                    305,                0.74162,                0.57329,                 1.0331,                  0.758,                0.36875,                0.41203,                0.22024,                 2.0214,                 2.8002,                 2.0714,             0.00080012,             0.00080012,             0.00080012
                    306,                0.74886,                0.53502,                 1.0106,                0.70285,                0.39375,                 0.4265,                0.22933,                      2,                 2.7312,                 2.0695,             0.00079616,             0.00079616,             0.00079616
                    307,                0.68879,                0.47037,                0.96138,                0.66844,                 0.4125,                 0.4337,                 0.2307,                 1.9908,                 2.6842,                 2.0644,              0.0007922,              0.0007922,              0.0007922
